subj block task lag t2in correct1 correct2
Irene a retest 6 1 True 1.00
Irene a retest 4 1 False 1.00
Irene a retest 5 1 True 1.00
Irene a retest 5 1 True 1.00
Irene a retest 1 1 True 1.00
Irene a retest 0 0 True 0.00
Irene a retest 6 1 True 1.00
Irene a retest 0 0 True 1.00
Irene a retest 0 0 True 0.00
Irene a retest 1 1 True 1.00
Irene a retest 0 0 True 1.00
Irene a retest 0 0 True 1.00
Irene a retest 7 1 True 1.00
Irene a retest 0 0 True 1.00
Irene a retest 4 1 True 1.00
Irene a retest 0 0 False 1.00
Irene a retest 3 1 True 1.00
Irene a retest 5 1 True 1.00
Irene a retest 6 1 False 1.00
Irene a retest 0 0 True 1.00
Irene a retest 6 1 True 1.00
Irene a retest 8 1 True 1.00
Irene a retest 8 1 True 1.00
Irene a retest 4 1 True 1.00
Irene a retest 2 1 True 1.00
Irene a retest 2 1 False 1.00
Irene a retest 4 1 True 1.00
Irene a retest 0 0 True 0.00
Irene a retest 3 1 True 1.00
Irene a retest 6 1 True 1.00
Irene a retest 3 1 False 1.00
Irene a retest 3 1 True 1.00
Irene a retest 0 0 True 0.00
Irene a retest 8 1 True 1.00
Irene a retest 3 1 False 1.00
Irene a retest 5 1 True 1.00
Irene a retest 0 0 True 1.00
Irene a retest 0 0 True 0.00
Irene a retest 5 1 True 0.00
Irene a retest 0 0 True 0.00
Irene a retest 0 0 True 1.00
Irene a retest 1 1 True 1.00
Irene a retest 8 1 True 1.00
Irene a retest 0 0 True 1.00
Irene a retest 1 1 True 1.00
Irene a retest 6 1 True 1.00
Irene a retest 0 0 True 1.00
Irene a retest 7 1 True 1.00
Irene a retest 6 1 True 1.00
Irene a retest 3 1 True 1.00
Irene a retest 0 0 True 1.00
Irene a retest 4 1 True 1.00
Irene a retest 2 1 True 0.00
Irene a retest 7 1 True 1.00
Irene a retest 7 1 True 1.00
Irene a retest 8 1 False 1.00
Irene a retest 8 1 True 1.00
Irene a retest 0 0 True 1.00
Irene a retest 0 0 True 1.00
Irene a retest 4 1 True 1.00
Irene a retest 6 1 True 1.00
Irene a retest 1 1 True 1.00
Irene a retest 2 1 True 1.00
Irene a retest 3 1 False 1.00
Irene a retest 0 0 True 0.00
Irene a retest 8 1 True 0.00
milicaa a test 0 0 False 0.00
milicaa a test 4 1 True 0.00
milicaa a test 2 1 True 0.00
milicaa a test 4 1 False 0.00
milicaa a test 8 1 True 1.00
milicaa a test 7 1 True 1.00
milicaa a test 8 1 True 1.00
milicaa a test 7 1 True 1.00
milicaa a test 0 0 True 1.00
milicaa a test 0 0 True 1.00
milicaa a test 1 1 True 0.00
milicaa a test 8 1 True 0.00
milicaa a test 2 1 True 0.00
milicaa a test 6 1 True 0.00
milicaa a test 5 1 True 0.00
milicaa a test 0 0 True 1.00
milicaa a test 0 0 True 1.00
milicaa a test 1 1 True 0.00
milicaa a test 2 1 True 0.00
milicaa a test 0 0 True 1.00
milicaa a test 6 1 True 1.00
milicaa a test 6 1 True 1.00
milicaa a test 2 1 True 0.00
milicaa a test 2 1 True 0.00
milicaa a test 3 1 True 0.00
milicaa a test 3 1 True 0.00
milicaa a test 7 1 True 1.00
milicaa a test 6 1 True 0.00
milicaa a test 7 1 True 1.00
milicaa a test 1 1 True 1.00
milicaa a test 5 1 True 0.00
milicaa a test 0 0 True 1.00
milicaa a test 3 1 True 0.00
milicaa a test 0 0 True 1.00
milicaa a test 5 1 True 0.00
milicaa a test 4 1 True 1.00
milicaa a test 8 1 True 1.00
milicaa a test 0 0 False 1.00
milicaa a test 7 1 True 1.00
milicaa a test 8 1 False 1.00
milicaa a test 0 0 True 1.00
milicaa a test 8 1 True 0.00
milicaa a test 6 1 True 1.00
milicaa a test 8 1 True 1.00
milicaa a test 5 1 True 1.00
milicaa a test 4 1 True 1.00
milicaa a test 2 1 True 1.00
milicaa a test 6 1 True 1.00
milicaa a test 0 0 True 1.00
milicaa a test 2 1 True 0.00
milicaa a test 5 1 True 1.00
milicaa a test 1 1 True 0.00
milicaa a test 8 1 True 1.00
milicaa a test 6 1 True 1.00
milicaa a test 0 0 True 1.00
milicaa a test 3 1 True 0.00
milicaa a test 5 1 True 1.00
milicaa a test 0 0 True 1.00
milicaa a test 0 0 True 1.00
milicaa a test 2 1 True 1.00
milicaa a test 6 1 True 1.00
milicaa a test 0 0 True 1.00
milicaa a test 1 1 True 1.00
milicaa a test 1 1 True 0.00
milicaa a test 5 1 True 1.00
milicaa a test 7 1 True 1.00
milicaa a test 0 0 True 1.00
milicaa a test 3 1 True 1.00
milicaa a test 7 1 True 1.00
milicaa a test 5 1 True 1.00
milicaa a test 3 1 False 0.00
milicaa a test 1 1 True 0.00
milicaa a test 7 1 True 1.00
milicaa a test 3 1 True 1.00
milicaa a test 4 1 True 1.00
milicaa a test 0 0 True 1.00
milicaa a test 3 1 True 0.00
milicaa a test 0 0 True 1.00
milicaa a test 4 1 True 1.00
milicaa a test 0 0 True 1.00
milicaa a test 4 1 True 1.00
milicaa a test 1 1 True 0.00
milicaa a test 4 1 True 1.00
milicaa a test 0 0 True 1.00
milicaa a training 7 1 True 1.00
milicaa a training 9 1 True 0.00
milicaa a training 8 1 True 1.00
milicaa a training 8 1 True 1.00
milicaa a training 8 0 True 1.00
milicaa a training 8 1 True 1.00
milicaa a training 7 1 True 1.00
milicaa a training 9 1 False 1.00
milicaa a training 9 1 True 1.00
milicaa a training 8 1 True 1.00
milicaa a training 8 0 True 1.00
milicaa a training 9 1 True 1.00
milicaa a training 8 1 True 0.00
milicaa a training 8 1 True 1.00
milicaa a training 7 1 True 1.00
milicaa a training 9 1 True 1.00
milicaa a training 9 1 True 1.00
milicaa a training 7 1 True 1.00
milicaa a training 7 1 True 1.00
milicaa a training 9 1 True 1.00
milicaa a training 7 1 True 1.00
milicaa a training 7 0 True 1.00
milicaa a training 8 1 True 1.00
milicaa a training 9 1 True 1.00
milicaa a training 9 1 True 1.00
milicaa a training 9 1 True 1.00
milicaa a training 9 0 True 1.00
milicaa a training 8 1 True 1.00
milicaa a training 7 1 True 1.00
milicaa a training 9 1 True 1.00
milicaa a training 8 1 True 1.00
milicaa a training 9 1 False 0.00
milicaa a training 9 1 True 1.00
milicaa a training 7 0 True 0.00
milicaa a training 7 0 True 1.00
milicaa a training 9 1 True 1.00
milicaa a training 8 1 True 1.00
milicaa a training 7 1 True 1.00
milicaa a training 7 0 True 1.00
milicaa a training 8 0 True 1.00
milicaa a training 6 0 True 1.00
milicaa a training 4 0 True 1.00
milicaa a training 4 1 True 0.00
milicaa a training 6 1 True 1.00
milicaa a training 5 1 True 0.00
milicaa a training 6 0 True 1.00
milicaa a training 5 0 True 1.00
milicaa a training 6 1 True 1.00
milicaa a training 5 1 True 1.00
milicaa a training 6 1 True 1.00
milicaa a training 4 0 False 1.00
milicaa a training 4 1 True 1.00
milicaa a training 5 0 True 1.00
milicaa a training 6 1 True 1.00
milicaa a training 6 0 True 1.00
milicaa a training 5 0 True 1.00
milicaa a training 6 1 True 1.00
milicaa a training 6 1 True 1.00
milicaa a training 5 1 True 1.00
milicaa a training 5 1 True 1.00
milicaa a training 5 0 True 1.00
milicaa a training 4 0 True 1.00
milicaa a training 6 1 True 1.00
milicaa a training 6 1 True 1.00
milicaa a training 6 1 True 1.00
milicaa a training 5 1 True 1.00
milicaa a training 6 0 False 1.00
milicaa a training 4 1 True 1.00
milicaa a training 6 1 True 1.00
milicaa a training 5 1 True 1.00
milicaa a training 5 1 True 1.00
milicaa a training 4 0 True 1.00
milicaa a training 4 0 True 1.00
milicaa a training 5 1 True 1.00
milicaa a training 6 0 True 1.00
milicaa a training 4 0 True 1.00
milicaa a training 5 1 True 1.00
milicaa a training 6 0 True 1.00
milicaa a training 6 1 True 1.00
milicaa a training 4 1 False 1.00
milicaa a training 2 1 True 0.00
milicaa a training 2 1 True 0.00
milicaa a training 2 0 True 1.00
milicaa a training 1 1 True 0.00
milicaa a training 3 0 True 1.00
milicaa a training 2 0 True 1.00
milicaa a training 2 1 True 1.00
milicaa a training 3 0 True 1.00
milicaa a training 3 1 False 1.00
milicaa a training 3 1 True 1.00
milicaa a training 2 1 True 1.00
milicaa a training 3 0 True 1.00
milicaa a training 2 1 True 0.00
milicaa a training 1 1 True 0.00
milicaa a training 1 1 True 1.00
milicaa a training 1 1 True 1.00
milicaa a training 3 1 True 1.00
milicaa a training 1 0 True 0.00
milicaa a training 1 1 True 1.00
milicaa a training 3 1 False 1.00
milicaa a training 3 1 True 0.00
milicaa a training 2 1 True 0.00
milicaa a training 2 1 True 1.00
milicaa a training 1 0 True 0.00
milicaa a training 2 0 True 1.00
milicaa a training 1 1 True 1.00
milicaa a training 1 1 False 0.00
milicaa a training 1 1 True 1.00
milicaa a training 3 1 True 1.00
milicaa a training 1 0 True 1.00
milicaa a training 1 1 True 1.00
milicaa a training 3 0 True 1.00
milicaa a training 1 0 True 1.00
milicaa a training 1 1 True 1.00
milicaa a training 3 1 True 1.00
milicaa a training 3 1 True 1.00
milicaa a training 1 1 True 1.00
milicaa a training 2 1 True 1.00
milicaa a training 2 1 True 1.00
milicaa a training 3 1 True 0.00
milicaa a retest 0 0 True 0.00
milicaa a retest 4 1 True 1.00
milicaa a retest 2 1 True 1.00
milicaa a retest 4 1 True 1.00
milicaa a retest 8 1 True 1.00
milicaa a retest 7 1 True 1.00
milicaa a retest 8 1 True 1.00
milicaa a retest 7 1 True 1.00
milicaa a retest 0 0 True 1.00
milicaa a retest 0 0 True 1.00
milicaa a retest 1 1 True 1.00
milicaa a retest 8 1 True 1.00
milicaa a retest 2 1 True 1.00
milicaa a retest 6 1 True 1.00
milicaa a retest 5 1 True 1.00
milicaa a retest 0 0 True 1.00
milicaa a retest 0 0 True 1.00
milicaa a retest 1 1 True 1.00
milicaa a retest 2 1 True 1.00
milicaa a retest 0 0 True 1.00
milicaa a retest 6 1 True 1.00
milicaa a retest 6 1 True 1.00
milicaa a retest 2 1 True 1.00
milicaa a retest 2 1 True 1.00
milicaa a retest 3 1 True 1.00
milicaa a retest 3 1 True 1.00
milicaa a retest 7 1 True 1.00
milicaa a retest 6 1 True 1.00
milicaa a retest 7 1 True 1.00
milicaa a retest 1 1 True 1.00
milicaa a retest 5 1 True 1.00
milicaa a retest 0 0 True 1.00
milicaa a retest 3 1 True 1.00
milicaa a retest 0 0 True 1.00
milicaa a retest 5 1 True 1.00
milicaa a retest 4 1 True 1.00
milicaa a retest 8 1 True 1.00
milicaa a retest 0 0 False 1.00
milicaa a retest 7 1 True 1.00
milicaa a retest 8 1 True 0.00
milicaa a retest 0 0 True 1.00
milicaa a retest 8 1 True 1.00
milicaa a retest 6 1 True 1.00
milicaa a retest 8 1 True 1.00
milicaa a retest 5 1 True 1.00
milicaa a retest 4 1 True 1.00
milicaa a retest 2 1 True 1.00
milicaa a retest 6 1 True 1.00
milicaa a retest 0 0 True 1.00
milicaa a retest 2 1 True 1.00
milicaa a retest 5 1 True 1.00
milicaa a retest 1 1 True 1.00
milicaa a retest 8 1 True 1.00
milicaa a retest 6 1 True 1.00
milicaa a retest 0 0 True 1.00
milicaa a retest 3 1 True 1.00
milicaa a retest 5 1 True 1.00
milicaa a retest 0 0 True 1.00
milicaa a retest 0 0 True 1.00
milicaa a retest 2 1 True 1.00
milicaa a retest 6 1 True 1.00
milicaa a retest 0 0 True 1.00
milicaa a retest 1 1 True 1.00
milicaa a retest 1 1 True 1.00
milicaa a retest 5 1 True 1.00
milicaa a retest 7 1 True 1.00
milicaa a retest 0 0 True 1.00
milicaa a retest 3 1 True 0.00
milicaa a retest 7 1 True 1.00
milicaa a retest 5 1 True 1.00
milicaa a retest 3 1 True 1.00
milicaa a retest 1 1 True 1.00
milicaa a retest 7 1 True 0.00
milicaa a retest 3 1 True 1.00
milicaa a retest 4 1 True 1.00
milicaa a retest 0 0 True 1.00
milicaa a retest 3 1 True 1.00
milicaa a retest 0 0 True 1.00
milicaa a retest 4 1 True 1.00
milicaa a retest 0 0 True 1.00
milicaa a retest 4 1 True 1.00
milicaa a retest 1 1 True 0.00
milicaa a retest 4 1 True 1.00
milicaa a retest 0 0 True 1.00
tomasb b test 0 0 False 1.00
tomasb b test 4 1 True 0.00
tomasb b test 5 1 True 0.00
tomasb b test 6 1 True 1.00
tomasb b test 6 1 True 1.00
tomasb b test 2 1 True 0.00
tomasb b test 0 0 True 1.00
tomasb b test 2 1 True 0.00
tomasb b test 0 0 True 1.00
tomasb b test 3 1 True 0.00
tomasb b test 3 1 False 0.00
tomasb b test 0 0 True 1.00
tomasb b test 3 1 True 0.00
tomasb b test 3 1 True 0.00
tomasb b test 8 1 True 1.00
tomasb b test 0 0 True 1.00
tomasb b test 4 1 True 0.00
tomasb b test 0 0 True 1.00
tomasb b test 5 1 True 1.00
tomasb b test 2 1 True 0.00
tomasb b test 8 1 True 1.00
tomasb b test 1 1 True 0.00
tomasb b test 0 0 False 1.00
tomasb b test 0 0 True 0.00
tomasb b test 7 1 True 0.00
tomasb b test 5 1 True 1.00
tomasb b test 1 1 True 0.00
tomasb b test 2 1 True 0.00
tomasb b test 1 1 True 0.00
tomasb b test 8 1 True 0.00
tomasb b test 4 1 True 0.00
tomasb b test 3 1 True 1.00
tomasb b test 5 1 False 0.00
tomasb b test 1 1 True 0.00
tomasb b test 6 1 True 0.00
tomasb b test 0 0 True 1.00
tomasb b test 6 1 True 0.00
tomasb b test 1 1 True 0.00
tomasb b test 8 1 True 1.00
tomasb b test 1 1 True 0.00
tomasb b test 7 1 True 1.00
tomasb b test 7 1 True 0.00
tomasb b test 3 1 False 1.00
tomasb b test 7 1 True 1.00
tomasb b test 8 1 True 1.00
tomasb b test 0 0 True 0.00
tomasb b test 5 1 True 0.00
tomasb b test 0 0 True 1.00
tomasb b test 2 1 True 0.00
tomasb b test 6 1 True 0.00
tomasb b test 0 0 True 1.00
tomasb b test 6 1 True 0.00
tomasb b test 0 0 True 1.00
tomasb b test 6 1 True 1.00
tomasb b test 7 1 True 0.00
tomasb b test 4 1 True 1.00
tomasb b test 4 1 True 0.00
tomasb b test 0 0 True 0.00
tomasb b test 5 1 True 0.00
tomasb b test 5 1 True 0.00
tomasb b test 4 1 True 0.00
tomasb b test 3 1 True 0.00
tomasb b test 8 1 True 1.00
tomasb b test 0 0 True 1.00
tomasb b test 4 1 True 0.00
tomasb b test 1 1 True 0.00
tomasb b test 7 1 False 0.00
tomasb b test 2 1 True 0.00
tomasb b test 7 1 True 0.00
tomasb b test 8 1 True 0.00
tomasb b test 0 0 True 1.00
tomasb b test 3 1 True 0.00
tomasb b test 7 1 True 1.00
tomasb b test 0 0 True 1.00
tomasb b test 5 1 True 1.00
tomasb b test 0 0 True 0.00
tomasb b test 8 1 True 0.00
tomasb b test 0 0 True 1.00
tomasb b test 1 1 True 0.00
tomasb b test 2 1 True 0.00
tomasb b test 6 1 True 1.00
tomasb b test 2 1 True 0.00
tomasb b test 4 1 True 1.00
tomasb b test 0 0 False 1.00
tomasb b training 1 1 True 0.00
tomasb b training 3 1 True 1.00
tomasb b training 1 1 True 0.00
tomasb b training 2 1 True 0.00
tomasb b training 1 0 True 1.00
tomasb b training 2 0 True 1.00
tomasb b training 3 0 True 1.00
tomasb b training 2 1 True 1.00
tomasb b training 1 1 True 1.00
tomasb b training 1 1 True 1.00
tomasb b training 3 0 True 1.00
tomasb b training 2 1 True 0.00
tomasb b training 3 1 True 0.00
tomasb b training 2 1 False 0.00
tomasb b training 3 1 True 0.00
tomasb b training 3 0 True 1.00
tomasb b training 2 1 True 0.00
tomasb b training 2 1 True 0.00
tomasb b training 3 0 True 1.00
tomasb b training 3 1 True 0.00
tomasb b training 1 1 True 0.00
tomasb b training 3 0 True 1.00
tomasb b training 1 0 True 1.00
tomasb b training 2 1 True 0.00
tomasb b training 3 1 True 0.00
tomasb b training 1 1 True 1.00
tomasb b training 2 1 True 1.00
tomasb b training 1 0 True 1.00
tomasb b training 2 0 True 1.00
tomasb b training 3 0 True 1.00
tomasb b training 2 1 True 0.00
tomasb b training 3 1 False 0.00
tomasb b training 2 0 True 1.00
tomasb b training 1 0 True 1.00
tomasb b training 1 1 False 0.00
tomasb b training 2 1 True 0.00
tomasb b training 3 1 True 1.00
tomasb b training 3 1 True 0.00
tomasb b training 1 1 True 1.00
tomasb b training 1 1 True 0.00
tomasb b training 6 1 True 1.00
tomasb b training 6 1 True 0.00
tomasb b training 6 1 True 1.00
tomasb b training 6 1 True 1.00
tomasb b training 5 1 True 0.00
tomasb b training 4 1 True 0.00
tomasb b training 4 0 True 1.00
tomasb b training 5 1 True 1.00
tomasb b training 6 1 True 1.00
tomasb b training 4 1 True 0.00
tomasb b training 6 1 True 0.00
tomasb b training 5 1 True 0.00
tomasb b training 4 0 True 1.00
tomasb b training 5 0 True 1.00
tomasb b training 6 0 True 1.00
tomasb b training 6 0 True 1.00
tomasb b training 4 1 True 0.00
tomasb b training 4 1 True 0.00
tomasb b training 6 1 False 0.00
tomasb b training 5 1 True 0.00
tomasb b training 5 0 True 1.00
tomasb b training 4 1 True 1.00
tomasb b training 4 1 True 1.00
tomasb b training 4 1 True 0.00
tomasb b training 6 1 True 1.00
tomasb b training 6 1 True 1.00
tomasb b training 6 1 True 0.00
tomasb b training 6 0 True 1.00
tomasb b training 6 1 True 0.00
tomasb b training 5 1 True 0.00
tomasb b training 4 1 True 0.00
tomasb b training 6 1 True 0.00
tomasb b training 6 1 True 0.00
tomasb b training 5 1 True 0.00
tomasb b training 5 0 True 1.00
tomasb b training 5 1 True 0.00
tomasb b training 6 1 True 0.00
tomasb b training 4 1 True 0.00
tomasb b training 6 1 True 0.00
tomasb b training 6 0 True 1.00
tomasb b training 7 1 True 1.00
tomasb b training 7 1 True 0.00
tomasb b training 8 1 True 0.00
tomasb b training 7 0 True 0.00
tomasb b training 9 1 True 0.00
tomasb b training 8 0 True 0.00
tomasb b training 9 0 True 1.00
tomasb b training 9 1 True 0.00
tomasb b training 9 0 True 1.00
tomasb b training 8 1 True 0.00
tomasb b training 8 1 True 0.00
tomasb b training 8 1 True 1.00
tomasb b training 9 1 False 0.00
tomasb b training 9 1 False 0.00
tomasb b training 8 1 True 1.00
tomasb b training 9 1 True 1.00
tomasb b training 9 1 True 1.00
tomasb b training 9 1 True 1.00
tomasb b training 9 1 True 1.00
tomasb b training 8 1 True 1.00
tomasb b training 8 1 True 1.00
tomasb b training 8 1 True 1.00
tomasb b training 8 1 True 1.00
tomasb b training 9 1 True 1.00
tomasb b training 8 1 True 1.00
tomasb b training 7 0 True 0.00
tomasb b training 8 0 True 0.00
tomasb b training 8 1 True 1.00
tomasb b training 8 1 True 1.00
tomasb b training 9 1 True 1.00
tomasb b training 8 0 True 1.00
tomasb b training 9 0 True 1.00
tomasb b training 9 1 True 1.00
tomasb b training 9 1 True 1.00
tomasb b training 9 0 True 1.00
tomasb b training 7 0 True 1.00
tomasb b training 9 1 True 1.00
tomasb b training 9 0 True 1.00
tomasb b training 8 1 True 1.00
tomasb b training 8 0 True 1.00
tomasb b retest 0 0 True 1.00
tomasb b retest 4 1 True 1.00
tomasb b retest 5 1 True 0.00
tomasb b retest 6 1 True 1.00
tomasb b retest 6 1 True 1.00
tomasb b retest 2 1 True 1.00
tomasb b retest 0 0 True 1.00
tomasb b retest 2 1 True 0.00
tomasb b retest 0 0 True 1.00
tomasb b retest 3 1 True 0.00
tomasb b retest 3 1 True 0.00
tomasb b retest 0 0 True 1.00
tomasb b retest 3 1 True 0.00
tomasb b retest 3 1 True 1.00
tomasb b retest 8 1 True 1.00
tomasb b retest 0 0 True 0.00
tomasb b retest 4 1 True 0.00
tomasb b retest 0 0 True 0.00
tomasb b retest 5 1 True 0.00
tomasb b retest 2 1 True 0.00
tomasb b retest 8 1 True 1.00
tomasb b retest 1 1 True 0.00
tomasb b retest 0 0 False 1.00
tomasb b retest 0 0 True 0.00
tomasb b retest 7 1 True 0.00
tomasb b retest 5 1 True 0.00
tomasb b retest 1 1 True 0.00
tomasb b retest 2 1 True 0.00
tomasb b retest 1 1 True 0.00
tomasb b retest 8 1 True 0.00
tomasb b retest 4 1 True 0.00
tomasb b retest 3 1 True 0.00
tomasb b retest 5 1 True 0.00
tomasb b retest 1 1 True 0.00
tomasb b retest 6 1 True 0.00
tomasb b retest 0 0 True 1.00
tomasb b retest 6 1 True 0.00
tomasb b retest 1 1 True 1.00
tomasb b retest 8 1 True 0.00
tomasb b retest 1 1 True 1.00
tomasb b retest 7 1 True 1.00
tomasb b retest 7 1 True 1.00
tomasb b retest 3 1 True 1.00
tomasb b retest 7 1 True 1.00
tomasb b retest 8 1 True 1.00
tomasb b retest 0 0 False 0.00
tomasb b retest 5 1 True 1.00
tomasb b retest 0 0 True 1.00
tomasb b retest 2 1 True 0.00
tomasb b retest 6 1 True 0.00
tomasb b retest 0 0 True 1.00
tomasb b retest 6 1 True 1.00
tomasb b retest 0 0 True 1.00
tomasb b retest 6 1 True 0.00
tomasb b retest 7 1 True 0.00
tomasb b retest 4 1 True 0.00
tomasb b retest 4 1 True 1.00
tomasb b retest 0 0 True 1.00
tomasb b retest 5 1 True 0.00
tomasb b retest 5 1 True 0.00
tomasb b retest 4 1 True 0.00
tomasb b retest 3 1 True 0.00
tomasb b retest 8 1 True 1.00
tomasb b retest 0 0 True 1.00
tomasb b retest 4 1 True 0.00
tomasb b retest 1 1 True 0.00
tomasb b retest 7 1 True 0.00
tomasb b retest 2 1 True 0.00
tomasb b retest 7 1 True 0.00
tomasb b retest 8 1 True 0.00
tomasb b retest 0 0 True 1.00
tomasb b retest 3 1 True 0.00
tomasb b retest 7 1 False 0.00
tomasb b retest 0 0 True 1.00
tomasb b retest 5 1 True 0.00
tomasb b retest 0 0 True 1.00
tomasb b retest 8 1 True 0.00
tomasb b retest 0 0 True 1.00
tomasb b retest 1 1 True 1.00
tomasb b retest 2 1 True 1.00
tomasb b retest 6 1 True 0.00
tomasb b retest 2 1 True 0.00
tomasb b retest 4 1 True 1.00
tomasb b retest 0 0 False 0.00
mora b test 3 1 True 0.00
mora b test 6 1 True 0.00
mora b test 0 0 True 0.00
mora b test 0 0 True 1.00
mora b test 0 0 True 0.00
mora b test 4 1 True 0.00
mora b test 7 1 True 0.00
mora b test 5 1 True 0.00
mora b test 1 1 True 1.00
mora b test 1 1 True 0.00
mora b test 7 1 True 1.00
mora b test 5 1 True 0.00
mora b test 0 0 True 1.00
mora b test 0 0 True 1.00
mora b test 5 1 True 1.00
mora b test 2 1 False 1.00
mora b test 1 1 True 1.00
mora b test 8 1 True 0.00
mora b test 6 1 True 1.00
mora b test 3 1 False 0.00
mora b test 2 1 True 0.00
mora b test 2 1 False 0.00
mora b test 6 1 True 0.00
mora b test 1 1 True 1.00
mora b test 0 0 False 1.00
mora b test 8 1 True 1.00
mora b test 2 1 False 0.00
mora b test 0 0 True 1.00
mora b test 3 1 True 1.00
mora b test 3 1 False 0.00
mora b test 8 1 True 1.00
mora b test 0 0 True 0.00
mora b test 6 1 True 1.00
mora b test 1 1 True 0.00
mora b test 4 1 False 1.00
mora b test 3 1 False 1.00
mora b test 8 1 True 1.00
mora b test 4 1 True 1.00
mora b test 5 1 False 1.00
mora b test 4 1 True 0.00
mora b test 1 1 True 0.00
mora b test 0 0 True 0.00
mora b test 4 1 False 0.00
mora b test 0 0 True 1.00
mora b test 7 1 True 1.00
mora b test 5 1 True 1.00
mora b test 2 1 True 0.00
mora b test 8 1 True 1.00
mora b test 5 1 False 1.00
mora b test 2 1 True 0.00
mora b test 0 0 True 1.00
mora b test 7 1 True 1.00
mora b test 5 1 True 1.00
mora b test 4 1 True 0.00
mora b test 0 0 True 1.00
mora b test 7 1 True 1.00
mora b test 3 1 False 0.00
mora b test 8 1 True 0.00
mora b test 2 1 True 1.00
mora b test 0 0 True 1.00
mora b test 0 0 True 1.00
mora b test 4 1 True 1.00
mora b test 2 1 False 0.00
mora b test 0 0 True 1.00
mora b test 8 1 True 1.00
mora b test 0 0 False 1.00
mora b test 7 1 True 1.00
mora b test 0 0 True 1.00
mora b test 3 1 True 1.00
mora b test 7 1 True 1.00
mora b test 0 0 True 1.00
mora b test 6 1 True 0.00
mora b test 1 1 True 0.00
mora b test 4 1 True 1.00
mora b test 8 1 True 1.00
mora b test 0 0 True 1.00
mora b test 6 1 True 1.00
mora b test 6 1 True 0.00
mora b test 1 1 False 1.00
mora b test 5 1 True 1.00
mora b test 6 1 True 1.00
mora b test 7 1 True 1.00
mora b test 3 1 True 0.00
mora b test 0 0 True 1.00
mora b training 1 1 True 0.00
mora b training 1 1 True 1.00
mora b training 1 1 True 0.00
mora b training 3 1 True 1.00
mora b training 2 1 True 0.00
mora b training 2 1 True 0.00
mora b training 2 1 True 0.00
mora b training 1 0 True 0.00
mora b training 2 0 True 1.00
mora b training 1 1 True 1.00
mora b training 1 1 True 0.00
mora b training 2 1 True 0.00
mora b training 1 0 True 0.00
mora b training 2 1 True 1.00
mora b training 3 1 True 1.00
mora b training 1 1 True 1.00
mora b training 3 0 True 1.00
mora b training 1 1 True 1.00
mora b training 2 1 True 1.00
mora b training 2 1 True 1.00
mora b training 3 1 True 1.00
mora b training 3 1 True 0.00
mora b training 3 1 True 1.00
mora b training 2 1 True 1.00
mora b training 1 0 True 0.00
mora b training 1 0 True 0.00
mora b training 1 1 True 1.00
mora b training 3 1 True 0.00
mora b training 3 0 True 1.00
mora b training 3 0 True 1.00
mora b training 3 0 True 1.00
mora b training 1 0 True 1.00
mora b training 1 0 True 1.00
mora b training 3 1 True 0.00
mora b training 1 0 True 0.00
mora b training 2 0 True 1.00
mora b training 1 0 True 0.00
mora b training 3 0 True 1.00
mora b training 2 1 True 1.00
mora b training 2 1 True 1.00
mora b training 4 1 True 1.00
mora b training 4 1 True 1.00
mora b training 6 1 True 1.00
mora b training 4 0 True 1.00
mora b training 4 1 True 0.00
mora b training 5 1 False 1.00
mora b training 4 1 True 1.00
mora b training 4 0 True 1.00
mora b training 5 1 True 1.00
mora b training 6 1 True 1.00
mora b training 6 1 True 1.00
mora b training 4 1 True 0.00
mora b training 4 1 True 0.00
mora b training 5 0 True 1.00
mora b training 5 1 False 1.00
mora b training 6 1 True 1.00
mora b training 6 0 False 0.00
mora b training 6 1 True 1.00
mora b training 4 1 True 1.00
mora b training 5 1 False 1.00
mora b training 5 1 True 1.00
mora b training 6 1 True 1.00
mora b training 5 1 True 1.00
mora b training 5 1 True 1.00
mora b training 5 1 True 0.00
mora b training 6 1 False 1.00
mora b training 5 0 True 1.00
mora b training 5 0 True 1.00
mora b training 6 1 False 1.00
mora b training 4 0 True 1.00
mora b training 5 0 True 1.00
mora b training 4 0 True 1.00
mora b training 6 1 False 1.00
mora b training 5 1 True 1.00
mora b training 4 1 True 1.00
mora b training 5 1 True 0.00
mora b training 6 1 True 1.00
mora b training 6 0 True 1.00
mora b training 4 0 True 1.00
mora b training 5 1 False 1.00
mora b training 7 1 True 1.00
mora b training 9 1 True 0.00
mora b training 9 1 True 1.00
mora b training 8 1 False 0.00
mora b training 7 0 True 1.00
mora b training 7 1 True 0.00
mora b training 7 1 True 1.00
mora b training 8 1 False 1.00
mora b training 9 1 True 1.00
mora b training 7 1 True 1.00
mora b training 8 1 True 0.00
mora b training 9 1 True 0.00
mora b training 9 1 True 1.00
mora b training 7 0 True 1.00
mora b training 7 1 True 0.00
mora b training 8 1 False 1.00
mora b training 7 0 True 1.00
mora b training 8 1 True 1.00
mora b training 7 1 True 1.00
mora b training 8 1 True 1.00
mora b training 7 1 True 1.00
mora b training 7 0 True 1.00
mora b training 8 0 True 1.00
mora b training 9 0 True 0.00
mora b training 9 0 True 1.00
mora b training 7 1 True 1.00
mora b training 9 1 True 1.00
mora b training 9 1 True 1.00
mora b training 8 1 True 1.00
